Bacia;Campo;Estado;Contrato;Concessionária;Ind. Operadora;Percentual de Participação;Mês;Ano;Localização (Terra/Mar);Lâmina D'Água (m);°API;Data Início Produção;Data Descoberta;Área (Km²);Vol. Gás Disponível (Mm³);Produção de Petróleo (m³);Produção de Óleo (m³);Produção de Gás Total(Mm³);Produção de Gás Associado (Mm³);Produção de Gás Não Associado (Mm³);Produção de Condensado (m³);Produção de Água (m³);Vol. Gás Injetado para Armazenamento (Mm³);Vol. Queima de Gás (Mm³);Vol. Gás para Consumo (Mm³);Vol. Gás Royalties (Mm³);Vol. Circulação Gás Lift (Mm³);Vol. Gás Injetado Recup. Secundária (Mm³);Vol. Água Injetado Recup. Secundária (m³);Vol. Água Injetado Descarte (m³);Vol. Água Produzida Descartada (m³)
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;16.974,36;16.974,36;3.678,714;3.678,714;0,00;0,00;0,00;0,00;3.509,145;169,569;3.676,815;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;126.125,29;126.125,29;29.145,342;29.145,342;0,00;0,00;0,00;0,00;27.972,025;1.173,317;29.139,012;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;155.430,29;155.430,29;28.756,933;28.756,933;0,00;0,00;1.031,75;0,00;28.529,504;227,429;28.742,905;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2014;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;1.041,15;1.041,15;191,224;191,224;0,00;0,00;37,45;0,00;191,224;0,00;131,224;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;16.705,93;16.705,93;3.659,663;3.659,663;0,00;0,00;0,00;0,00;3.496,601;163,062;3.658,186;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;-0,00;399.619,91;399.619,91;86.793,272;86.793,272;0,00;0,00;188,917;53.433,575;24.471,232;8.888,465;33.273,105;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2020;MAR;1.940,00;28,65;10/03/2015;01/03/2010;852,209;-0,001;2.563.097,295;2.563.097,295;613.559,205;613.559,205;0,00;0,00;1.926,929;0,00;17.769,285;47.961,699;65.254,061;0,00;547.828,221;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2021;MAR;1.940,00;29,09;10/03/2015;01/03/2010;852,209;7.497,177;705.394,404;705.394,404;178.780,424;178.780,424;0,00;0,00;578,362;0,00;3.387,261;13.082,933;23.842,794;0,00;154.813,054;98.766,973;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2020;MAR;1.940,00;28,98;10/03/2015;01/03/2010;852,209;10.832,967;2.864.318,178;2.864.318,178;711.992,095;711.992,095;0,00;0,00;1.854,749;0,00;20.924,631;52.611,063;83.929,904;0,00;627.623,435;168.400,08;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2015;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;74.852,76;74.852,76;16.531,91;16.531,91;0,00;0,00;0,00;0,00;15.365,463;1.166,447;16.411,91;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2021;MAR;1.940,00;28,95;10/03/2015;01/03/2010;852,209;-0,001;2.768.352,786;2.768.352,786;687.891,436;687.891,436;0,00;0,00;1.659,192;0,00;17.324,758;53.830,074;70.683,404;0,00;616.736,606;281.122,813;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;99,51;99,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;119.778,95;119.778,95;24.117,241;24.117,241;0,00;0,00;119,897;8.329,979;12.137,00;3.650,262;15.773,896;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2019;MAR;1.940,00;27,90;10/03/2015;01/03/2010;852,209;-0,001;2.114.062,949;2.114.062,949;507.013,912;507.013,912;0,00;0,00;2.793,131;0,00;15.609,725;38.820,509;54.044,257;0,00;452.583,679;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2022;MAR;1.940,00;29,09;10/03/2015;01/03/2010;852,209;16.941,235;720.067,583;720.067,583;189.418,122;189.418,122;0,00;0,00;265,404;0,00;4.638,335;14.371,123;35.826,119;0,00;153.467,429;306.430,716;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2014;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2022;MAR;1.940,00;29,11;10/03/2015;01/03/2010;852,209;2.159,611;729.313,734;729.313,734;187.037,503;187.037,503;0,00;0,00;387,998;0,00;4.252,226;14.328,289;20.615,552;0,00;166.297,377;144.924,856;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2022;MAR;1.940,00;29,09;10/03/2015;01/03/2010;852,209;19.265,781;654.851,243;654.851,243;170.780,273;170.780,273;0,00;0,00;169,919;0,00;5.686,976;12.932,063;37.760,247;0,00;132.895,452;307.533,232;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2014;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;1.878,38;1.878,38;400,946;400,946;0,00;0,00;96,17;0,00;400,946;0,00;400,946;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2015;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;47.290,05;47.290,05;10.428,198;10.428,198;0,00;0,00;0,00;0,00;9.677,335;750,863;10.368,198;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2015;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;37.861,32;37.861,32;8.113,509;8.113,509;0,00;0,00;0,00;0,00;7.643,032;470,477;8.113,509;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;-0,00;256.885,38;256.885,38;57.015,179;57.015,179;0,00;0,00;113,556;40.688,838;6.505,708;9.820,633;16.315,362;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2020;MAR;1.940,00;28,82;10/03/2015;01/03/2010;852,209;238,584;2.982.878,165;2.982.878,165;752.566,854;752.566,854;0,00;0,00;1.723,801;0,00;26.307,409;55.441,396;81.510,467;0,00;670.579,465;263.894,28;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2013;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;2.448,98;2.448,98;510,979;510,979;0,00;0,00;0,00;0,00;510,979;0,00;510,979;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2023;MAR;1.940,00;29,09;10/03/2015;01/03/2010;852,209;23.201,068;746.087,941;746.087,941;201.440,805;201.440,805;0,00;0,00;507,239;0,00;4.594,58;15.162,495;42.833,569;0,00;158.482,662;343.194,624;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;72.868,53;72.868,53;15.901,323;15.901,323;0,00;0,00;0,00;0,00;14.851,832;1.049,491;15.894,993;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2019;MAR;1.940,00;27,90;10/03/2015;01/03/2010;852,209;-0,001;1.122.344,95;1.122.344,95;264.023,377;264.023,377;0,00;0,00;2.134,472;183.865,13;62.218,324;17.939,924;79.840,596;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2020;MAR;1.940,00;28,60;10/03/2015;01/03/2010;852,209;-0,001;1.884.781,819;1.884.781,819;451.759,754;451.759,754;0,00;0,00;1.627,099;0,00;13.672,517;34.464,90;47.632,949;0,00;403.741,403;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2014;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2016;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;60.675,35;60.675,35;13.167,601;13.167,601;0,00;0,00;0,00;0,00;12.303,612;863,989;13.162,326;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;-0,00;482.667,16;482.667,16;110.409,099;110.409,099;0,00;0,00;610,412;63.957,934;36.181,704;10.269,461;46.416,544;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2023;MAR;1.940,00;29,03;10/03/2015;01/03/2010;852,209;10.085,034;703.974,071;703.974,071;193.367,686;193.367,686;0,00;0,00;369,665;0,00;3.465,119;14.373,657;27.799,236;0,00;165.443,876;334.146,043;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2023;MAR;1.940,00;29,15;10/03/2015;01/03/2010;852,209;24.540,531;694.012,772;694.012,772;180.682,907;180.682,907;0,00;0,00;209,565;0,00;5.598,495;13.633,341;43.647,793;0,00;136.910,54;367.687,579;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2022;MAR;1.940,00;29,18;10/03/2015;01/03/2010;852,209;30.161,846;739.090,097;739.090,097;189.062,357;189.062,357;0,00;0,00;279,554;0,00;4.015,94;13.244,927;47.298,139;0,00;141.639,644;217.725,137;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2021;MAR;1.940,00;28,97;10/03/2015;01/03/2010;852,209;9.104,023;2.755.433,939;2.755.433,939;679.366,037;679.366,037;0,00;0,00;1.508,99;0,00;19.262,91;51.018,292;78.915,539;0,00;599.980,812;302.424,037;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2020;MAR;1.940,00;28,97;10/03/2015;01/03/2010;852,209;11.121,35;2.234.880,664;2.234.880,664;567.837,858;567.837,858;0,00;0,00;1.054,031;0,00;14.348,501;43.767,034;68.867,564;0,00;498.600,972;360.164,358;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2018;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;50.206,70;50.206,70;10.216,723;10.216,723;0,00;0,00;723,528;0,00;10.146,044;70,679;10.211,658;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2019;MAR;1.940,00;27,90;10/03/2015;01/03/2010;852,209;-0,001;1.563.616,24;1.563.616,24;376.132,667;376.132,667;0,00;0,00;2.529,357;0,00;18.432,00;34.990,014;53.143,762;0,00;322.710,654;324,50;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2020;MAR;1.940,00;28,56;10/03/2015;01/03/2010;852,209;-0,001;3.011.181,604;3.011.181,604;735.450,387;735.450,387;0,00;0,00;1.468,499;0,00;19.460,936;53.896,85;72.880,863;0,00;662.092,602;86.931,49;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2021;MAR;1.940,00;29,03;10/03/2015;01/03/2010;852,209;2.359,358;600.221,968;600.221,968;150.306,897;150.306,897;0,00;0,00;456,906;0,00;4.183,156;11.354,953;17.795,531;0,00;132.409,43;103.352,993;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2022;MAR;1.940,00;28,87;10/03/2015;01/03/2010;852,209;10.281,488;721.569,546;721.569,546;182.567,259;182.567,259;0,00;0,00;699,597;0,00;4.205,379;14.115,478;28.477,771;0,00;153.964,913;205.064,76;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2014;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2015;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;39.039,38;39.039,38;8.659,318;8.659,318;0,00;0,00;0,00;0,00;8.054,22;605,098;8.479,318;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2015;MAR;1.940,00;28,40;10/03/2015;01/03/2010;852,209;0,00;38.480,12;38.480,12;8.723,218;8.723,218;0,00;0,00;0,00;0,00;8.362,896;360,322;8.663,218;0,00;0,00;0,00;0,00;0,00
Santos;BÚZIOS;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2021;MAR;1.940,00;29,05;10/03/2015;01/03/2010;852,209;8.679,616;2.631.997,665;2.631.997,665;644.924,138;644.924,138;0,00;0,00;966,865;0,00;21.308,397;47.663,699;77.203,325;0,00;567.272,426;330.751,818;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;02;2023;MAR;1.940,00;29,03;01/09/2021;30/03/2020;852,209;28.524,602;1.991.126,636;1.991.126,636;546.922,915;546.922,915;0,00;0,00;1.045,565;0,00;9.800,773;40.654,583;78.627,611;0,00;467.942,957;945.101,694;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;01;2023;MAR;1.940,00;29,09;01/09/2021;30/03/2020;852,209;65.622,117;2.110.241,887;2.110.241,887;569.756,999;569.756,999;0,00;0,00;1.434,677;0,00;12.995,351;42.885,737;121.150,858;0,00;448.253,794;970.694,778;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;06;2022;MAR;1.940,00;29,03;01/09/2021;30/03/2020;852,209;42.951,052;2.155.864,651;2.155.864,651;558.026,172;558.026,172;0,00;0,00;1.439,046;0,00;12.596,964;39.769,504;94.965,173;0,00;462.708,652;529.734,899;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;08;2022;MAR;1.940,00;29,18;01/09/2021;30/03/2020;852,209;59.624,393;2.082.897,19;2.082.897,19;537.423,768;537.423,768;0,00;0,00;942,813;0,00;12.971,198;39.028,438;111.271,681;0,00;425.799,739;845.640,946;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;11;2022;MAR;1.940,00;29,09;01/09/2021;30/03/2020;852,209;47.916,742;2.036.645,666;2.036.645,666;535.751,931;535.751,931;0,00;0,00;750,671;0,00;13.119,11;40.647,415;101.330,92;0,00;434.068,664;866.711,409;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;12;2021;MAR;1.940,00;28,97;01/09/2021;30/03/2020;852,209;39.060,596;2.100.940,492;2.100.940,492;536.399,702;536.399,702;0,00;0,00;1.584,75;0,00;13.740,721;39.880,589;92.329,562;0,00;443.717,796;367.926,888;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;11;2021;MAR;1.940,00;29,03;01/09/2021;30/03/2020;852,209;33.445,893;2.073.540,369;2.073.540,369;529.979,352;529.979,352;0,00;0,00;1.752,032;0,00;12.837,607;39.607,097;85.538,253;0,00;444.088,755;523.568,326;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;04;2022;MAR;1.940,00;28,92;01/09/2021;30/03/2020;852,209;34.978,628;2.048.348,834;2.048.348,834;516.818,271;516.818,271;0,00;0,00;1.314,665;0,00;9.683,287;40.661,321;84.970,89;0,00;431.495,034;557.601,934;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;05;2022;MAR;1.940,00;29,11;01/09/2021;30/03/2020;852,209;6.108,262;2.062.797,564;2.062.797,564;529.018,565;529.018,565;0,00;0,00;1.097,418;0,00;12.027,036;40.526,262;58.309,213;0,00;470.357,005;409.906,773;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;01;2022;MAR;1.940,00;28,98;01/09/2021;30/03/2020;852,209;19.343,36;2.030.553,609;2.030.553,609;523.517,893;523.517,893;0,00;0,00;1.808,239;0,00;12.307,004;39.631,896;70.929,913;0,00;452.235,633;234.671,635;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;10;2021;MAR;1.940,00;29,03;01/09/2021;30/03/2020;852,209;6.673,227;1.697.673,237;1.697.673,237;425.129,384;425.129,384;0,00;0,00;1.292,312;0,00;11.831,676;32.116,452;50.333,039;0,00;374.508,03;292.324,538;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;12;2022;MAR;1.940,00;29,09;01/09/2021;30/03/2020;852,209;54.491,51;1.852.187,18;1.852.187,18;483.036,469;483.036,469;0,00;0,00;480,60;0,00;16.085,094;36.577,165;106.801,422;0,00;375.882,70;869.829,777;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;09;2022;MAR;1.940,00;29,18;01/09/2021;30/03/2020;852,209;71.845,746;1.888.257,859;1.888.257,859;483.964,845;483.964,845;0,00;0,00;943,477;0,00;12.094,724;35.158,938;118.747,061;0,00;364.865,437;753.595,74;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;04;2023;MAR;1.940,00;29,15;01/09/2021;30/03/2020;852,209;55.319,337;2.033.124,684;2.033.124,684;545.925,619;545.925,619;0,00;0,00;654,331;0,00;13.506,271;41.962,352;110.435,613;0,00;435.137,659;927.008,646;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;07;2022;MAR;1.940,00;29,12;01/09/2021;30/03/2020;852,209;55.371,36;2.078.524,883;2.078.524,883;537.125,454;537.125,454;0,00;0,00;1.541,414;0,00;12.744,93;37.656,366;105.420,309;0,00;431.352,798;721.922,693;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;03;2022;MAR;1.940,00;28,87;01/09/2021;30/03/2020;852,209;29.080,251;2.040.893,822;2.040.893,822;516.374,883;516.374,883;0,00;0,00;1.978,742;0,00;11.894,533;39.924,346;80.546,783;0,00;435.475,752;580.007,02;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;09;2021;MAR;1.940,00;29,09;01/09/2021;30/03/2020;852,209;21.205,082;1.995.143,904;1.995.143,904;505.664,167;505.664,167;0,00;0,00;1.635,839;0,00;9.580,56;37.003,885;67.437,184;0,00;437.874,639;279.353,398;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;03;2023;MAR;1.940,00;29,14;01/09/2021;30/03/2020;852,209;29.497,265;1.784.055,135;1.784.055,135;500.127,155;500.127,155;0,00;0,00;941,597;0,00;8.997,756;37.200,886;75.343,56;0,00;424.431,248;891.109,396;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;10;2022;MAR;1.940,00;29,18;01/09/2021;30/03/2020;852,209;85.310,038;2.090.449,118;2.090.449,118;534.745,681;534.745,681;0,00;0,00;790,692;0,00;11.358,722;37.462,07;133.778,483;0,00;400.614,851;615.815,748;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;06;2023;MAR;1.940,00;29,15;01/09/2021;30/03/2020;852,209;63.292,447;2.190.474,212;2.190.474,212;584.219,56;584.219,56;0,00;0,00;818,097;0,00;34.192,255;40.764,813;137.829,634;0,00;445.970,045;1.035.327,146;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;02;2022;MAR;1.940,00;28,93;01/09/2021;30/03/2020;852,209;20.681,047;1.806.058,47;1.806.058,47;465.710,444;465.710,444;0,00;0,00;2.137,636;0,00;9.624,128;34.676,971;64.629,799;0,00;400.728,298;329.899,924;0,00;0,00
Santos;BÚZIOS_ECO;Rio de Janeiro;'48610220924201997';Petróleo Brasileiro S.A.;SIM;85,00;05;2023;MAR;1.940,00;29,15;01/09/2021;30/03/2020;852,209;69.410,662;1.962.952,001;1.962.952,001;511.045,171;511.045,171;0,00;0,00;592,739;0,00;15.834,833;38.560,665;123.453,813;0,00;387.239,011;1.039.970,876;0,00;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;09;2002;MAR;172,00;40,00;31/12/1993;01/06/1992;192,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;05;2004;MAR;172,00;40,00;31/12/1993;01/06/1992;192,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;;;;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;01;2008;MAR;172,00;40,00;31/12/1993;01/06/1992;192,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;;;;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;06;2005;MAR;172,00;40,00;31/12/1993;01/06/1992;192,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;;;;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;04;2005;MAR;172,00;40,00;31/12/1993;01/06/1992;192,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;;;;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;06;2000;MAR;172,00;0,00;31/12/1993;01/06/1992;192,85;0,00;25.632,00;25.632,00;4.934,00;4.934,00;0,00;0,00;13.027,40;0,00;4.636,00;0,00;298,00;0,00;0,00;0,00;0,00;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;05;2000;MAR;172,00;0,00;31/12/1993;01/06/1992;192,85;0,00;29.932,00;29.932,00;5.546,00;5.546,00;0,00;0,00;12.809,70;0,00;5.248,00;0,00;298,00;0,00;0,00;0,00;0,00;0,00
Santos;CARAVELA;Paraná;'480000038659704';Petróleo Brasileiro S.A.;SIM;100,00;10;2001;MAR;172,00;0,00;31/12/1993;01/06/1992;192,85;0,00;12.360,00;12.360,00;2.950,00;2.950,00;0,00;0,00;11.354,20;0,00;2.675,00;215,00;60,00;0,00;0,00;0,00;0,00;0,00
